"R"," R", "1527576","17:53:29.008187","172.16.112.20","172.16.112.100","DNS","179","Standard query response 0xd656 No such name MX hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil SOA hobbes.eyrie.af.mil"
"R"," R", "1527577","17:53:29.035286","172.16.112.100","172.16.112.20","DNS","113","Standard query 0xd657 A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil"
"R"," R", "1527578","17:53:29.036047","172.16.112.20","172.16.112.100","DNS","179","Standard query response 0xd657 No such name A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil SOA hobbes.eyrie.af.mil"
"R"," R", "1527579","17:53:29.065311","172.16.112.100","172.16.112.20","DNS","113","Standard query 0x417f A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil"
"R"," R", "1527580","17:53:29.066097","172.16.112.20","172.16.112.100","DNS","179","Standard query response 0x417f No such name A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil SOA hobbes.eyrie.af.mil"
"R"," R", "1527581","17:53:29.066946","172.16.112.100","172.16.112.20","DNS","126","Standard query 0x4180 A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil.eyrie.af.mil"
"R"," R", "1527582","17:53:29.067446","172.16.112.20","172.16.112.100","DNS","192","Standard query response 0x4180 No such name A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil.eyrie.af.mil SOA hobbes.eyrie.af.mil"
"R"," R", "1527583","17:53:29.068169","172.16.112.100","172.16.112.20","DNS","120","Standard query 0x4181 A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil.af.mil"
"R"," R", "1527584","17:53:29.068707","172.16.112.20","172.16.112.100","DNS","173","Standard query response 0x4181 No such name A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil.af.mil SOA aesop.world.net"
"R"," R", "1527585","17:53:29.413544","172.16.112.100","172.16.112.20","DNS","113","Standard query 0xd658 MX hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil"
"R"," R", "1527586","17:53:29.414501","172.16.112.20","172.16.112.100","DNS","179","Standard query response 0xd658 No such name MX hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil SOA hobbes.eyrie.af.mil"
"R"," R", "1527587","17:53:29.414861","172.16.112.100","172.16.112.20","DNS","113","Standard query 0xd659 A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil"
"R"," R", "1527588","17:53:29.415983","172.16.112.20","172.16.112.100","DNS","179","Standard query response 0xd659 No such name A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil SOA hobbes.eyrie.af.mil"
"R"," R", "1527589","17:53:29.444550","172.16.112.100","172.16.112.20","DNS","113","Standard query 0x4182 A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil"
"R"," R", "1527590","17:53:29.445189","172.16.112.20","172.16.112.100","DNS","179","Standard query response 0x4182 No such name A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil SOA hobbes.eyrie.af.mil"
"R"," R", "1527591","17:53:29.445991","172.16.112.100","172.16.112.20","DNS","126","Standard query 0x4183 A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil.eyrie.af.mil"
"R"," R", "1527592","17:53:29.446505","172.16.112.20","172.16.112.100","DNS","192","Standard query response 0x4183 No such name A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil.eyrie.af.mil SOA hobbes.eyrie.af.mil"
"R"," R", "1527593","17:53:29.447234","172.16.112.100","172.16.112.20","DNS","120","Standard query 0x4184 A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil.af.mil"
"R"," R", "1527594","17:53:29.447775","172.16.112.20","172.16.112.100","DNS","173","Standard query response 0x4184 No such name A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil.af.mil SOA aesop.world.net"
"R"," R", "1527595","17:53:31.338011","172.16.112.100","172.16.112.20","DNS","113","Standard query 0xd65a MX hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil"
"R"," R", "1527596","17:53:31.339183","172.16.112.20","172.16.112.100","DNS","179","Standard query response 0xd65a No such name MX hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil SOA hobbes.eyrie.af.mil"
"R"," R", "1527597","17:53:31.339526","172.16.112.100","172.16.112.20","DNS","113","Standard query 0xd65b A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil"
"R"," R", "1527598","17:53:31.340026","172.16.112.20","172.16.112.100","DNS","179","Standard query response 0xd65b No such name A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil SOA hobbes.eyrie.af.mil"
"R"," R", "1527599","17:53:31.449663","172.16.112.100","172.16.112.20","DNS","113","Standard query 0x4185 A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil"
"R"," R", "1527600","17:53:31.450142","172.16.112.20","172.16.112.100","DNS","179","Standard query response 0x4185 No such name A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil SOA hobbes.eyrie.af.mil"
"R"," R", "1527601","17:53:31.478010","172.16.112.100","172.16.112.20","DNS","126","Standard query 0x4186 A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil.eyrie.af.mil"
"R"," R", "1527602","17:53:31.478505","172.16.112.20","172.16.112.100","DNS","192","Standard query response 0x4186 No such name A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil.eyrie.af.mil SOA hobbes.eyrie.af.mil"
"R"," R", "1527603","17:53:31.506345","172.16.112.100","172.16.112.20","DNS","120","Standard query 0x4187 A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil.af.mil"
"R"," R", "1527604","17:53:31.506843","172.16.112.20","172.16.112.100","DNS","173","Standard query response 0x4187 No such name A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil.af.mil SOA aesop.world.net"
"R"," R", "1527605","17:53:31.757359","195.115.218.108","172.16.114.50","TELNET","60","Telnet Data ..."
"R"," R", "1527606","17:53:31.757734","172.16.114.50","195.115.218.108","TELNET","60","Telnet Data ..."
"R"," R", "1527607","17:53:31.776179","195.115.218.108","172.16.114.50","TCP","60","17038 → 23 [ACK] Seq=2562 Ack=50754 Win=32120 Len=0"
"R"," R", "1527608","17:53:31.877175","195.115.218.108","172.16.114.50","TELNET","60","Telnet Data ..."
"R"," R", "1527609","17:53:31.877521","172.16.114.50","195.115.218.108","TELNET","60","Telnet Data ..."
"R"," R", "1527610","17:53:31.896174","195.115.218.108","172.16.114.50","TCP","60","17038 → 23 [ACK] Seq=2563 Ack=50755 Win=32120 Len=0"
"R"," R", "1527611","17:53:32.006461","195.115.218.108","172.16.114.50","TELNET","60","Telnet Data ..."
"R"," R", "1527612","17:53:32.006772","172.16.114.50","195.115.218.108","TELNET","60","Telnet Data ..."
"R"," R", "1527613","17:53:32.026149","195.115.218.108","172.16.114.50","TCP","60","17038 → 23 [ACK] Seq=2564 Ack=50756 Win=32120 Len=0"
"R"," R", "1527614","17:53:32.086299","195.115.218.108","172.16.114.50","TELNET","60","Telnet Data ..."
"R"," R", "1527615","17:53:32.086600","172.16.114.50","195.115.218.108","TELNET","60","Telnet Data ..."
"R"," R", "1527616","17:53:32.106131","195.115.218.108","172.16.114.50","TCP","60","17038 → 23 [ACK] Seq=2565 Ack=50757 Win=32120 Len=0"
"R"," R", "1527617","17:53:32.206268","195.115.218.108","172.16.114.50","TELNET","60","Telnet Data ..."
"R"," R", "1527618","17:53:32.206593","172.16.114.50","195.115.218.108","TELNET","60","Telnet Data ..."
"R"," R", "1527619","17:53:32.226089","195.115.218.108","172.16.114.50","TCP","60","17038 → 23 [ACK] Seq=2566 Ack=50758 Win=32120 Len=0"
"R"," R", "1527620","17:53:32.316183","195.115.218.108","172.16.114.50","TELNET","60","Telnet Data ..."
"R"," R", "1527621","17:53:32.316511","172.16.114.50","195.115.218.108","TELNET","60","Telnet Data ..."
"R"," R", "1527622","17:53:32.336083","195.115.218.108","172.16.114.50","TCP","60","17038 → 23 [ACK] Seq=2567 Ack=50759 Win=32120 Len=0"
"R"," R", "1527623","17:53:32.506236","195.115.218.108","172.16.114.50","TELNET","60","Telnet Data ..."
"R"," R", "1527624","17:53:32.506602","172.16.114.50","195.115.218.108","TELNET","60","Telnet Data ..."
"R"," R", "1527625","17:53:32.526032","195.115.218.108","172.16.114.50","TCP","60","17038 → 23 [ACK] Seq=2568 Ack=50760 Win=32120 Len=0"
"R"," R", "1527626","17:53:32.586232","195.115.218.108","172.16.114.50","TELNET","60","Telnet Data ..."
"R"," R", "1527627","17:53:32.586560","172.16.114.50","195.115.218.108","TELNET","60","Telnet Data ..."
