"ntinfoscan"," probe", "38879","08:08:03.063578","172.16.112.20","172.16.112.100","DNS","179","Standard query response 0x1c6c No such name MX hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil SOA hobbes.eyrie.af.mil"
"ntinfoscan"," probe", "38880","08:08:03.063885","172.16.112.100","172.16.112.20","DNS","113","Standard query 0x1c6d A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil"
"ntinfoscan"," probe", "38881","08:08:03.064329","172.16.112.20","172.16.112.100","DNS","179","Standard query response 0x1c6d No such name A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil SOA hobbes.eyrie.af.mil"
"ntinfoscan"," probe", "38882","08:08:03.065760","172.16.112.100","172.16.112.20","DNS","113","Standard query 0x2aa0 A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil"
"ntinfoscan"," probe", "38883","08:08:03.066199","172.16.112.20","172.16.112.100","DNS","179","Standard query response 0x2aa0 No such name A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil SOA hobbes.eyrie.af.mil"
"ntinfoscan"," probe", "38884","08:08:03.066912","172.16.112.100","172.16.112.20","DNS","126","Standard query 0x2aa1 A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil.eyrie.af.mil"
"ntinfoscan"," probe", "38885","08:08:03.067365","172.16.112.20","172.16.112.100","DNS","192","Standard query response 0x2aa1 No such name A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil.eyrie.af.mil SOA hobbes.eyrie.af.mil"
"ntinfoscan"," probe", "38886","08:08:03.068143","172.16.112.100","172.16.112.20","DNS","120","Standard query 0x2aa2 A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil.af.mil"
"ntinfoscan"," probe", "38887","08:08:03.068586","172.16.112.20","172.16.112.100","DNS","173","Standard query response 0x2aa2 No such name A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil.af.mil SOA aesop.world.net"
"ntinfoscan"," probe", "38888","08:08:03.181534","172.16.112.100","172.16.112.20","DNS","113","Standard query 0x1c6e MX hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil"
"ntinfoscan"," probe", "38889","08:08:03.181990","172.16.112.20","172.16.112.100","DNS","179","Standard query response 0x1c6e No such name MX hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil SOA hobbes.eyrie.af.mil"
"ntinfoscan"," probe", "38890","08:08:03.182293","172.16.112.100","172.16.112.20","DNS","113","Standard query 0x1c6f A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil"
"ntinfoscan"," probe", "38891","08:08:03.182736","172.16.112.20","172.16.112.100","DNS","179","Standard query response 0x1c6f No such name A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil SOA hobbes.eyrie.af.mil"
"ntinfoscan"," probe", "38892","08:08:03.184185","172.16.112.100","172.16.112.20","DNS","113","Standard query 0x2aa3 A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil"
"ntinfoscan"," probe", "38893","08:08:03.184635","172.16.112.20","172.16.112.100","DNS","179","Standard query response 0x2aa3 No such name A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil SOA hobbes.eyrie.af.mil"
"ntinfoscan"," probe", "38894","08:08:03.185346","172.16.112.100","172.16.112.20","DNS","126","Standard query 0x2aa4 A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil.eyrie.af.mil"
"ntinfoscan"," probe", "38895","08:08:03.185801","172.16.112.20","172.16.112.100","DNS","192","Standard query response 0x2aa4 No such name A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil.eyrie.af.mil SOA hobbes.eyrie.af.mil"
"ntinfoscan"," probe", "38896","08:08:03.186496","172.16.112.100","172.16.112.20","DNS","120","Standard query 0x2aa5 A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil.af.mil"
"ntinfoscan"," probe", "38897","08:08:03.186933","172.16.112.20","172.16.112.100","DNS","173","Standard query response 0x2aa5 No such name A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil.af.mil SOA aesop.world.net"
"ntinfoscan"," probe", "38898","08:08:03.452015","172.16.112.100","172.16.112.20","DNS","113","Standard query 0x1c70 MX hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil"
"ntinfoscan"," probe", "38899","08:08:03.452456","172.16.112.20","172.16.112.100","DNS","179","Standard query response 0x1c70 No such name MX hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil SOA hobbes.eyrie.af.mil"
"ntinfoscan"," probe", "38900","08:08:03.452765","172.16.112.100","172.16.112.20","DNS","113","Standard query 0x1c71 A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil"
"ntinfoscan"," probe", "38901","08:08:03.453205","172.16.112.20","172.16.112.100","DNS","179","Standard query response 0x1c71 No such name A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil SOA hobbes.eyrie.af.mil"
"ntinfoscan"," probe", "38902","08:08:03.454848","172.16.112.100","172.16.112.20","DNS","113","Standard query 0x2aa6 A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil"
"ntinfoscan"," probe", "38903","08:08:03.455288","172.16.112.20","172.16.112.100","DNS","179","Standard query response 0x2aa6 No such name A hume.eyrie.af.mil@hume.eyrie.af.mil@hume.eyrie.af.mil SOA hobbes.eyrie.af.mil"
