"ntfsdos"," r2l", "115237","09:09:54.321298","172.16.112.149","207.121.184.81","TCP","60","4675 → 80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"ntfsdos"," r2l", "115238","09:09:54.323930","207.121.184.81","172.16.112.149","TCP","60","80 → 4671 [ACK] Seq=513 Ack=348 Win=32735 Len=0"
"ntfsdos"," r2l", "115239","09:09:54.324142","207.121.184.81","172.16.112.149","TCP","60","80 → 4675 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"ntfsdos"," r2l", "115240","09:09:54.324303","172.16.112.149","207.121.184.81","TCP","60","4675 → 80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"ntfsdos"," r2l", "115241","09:09:54.358091","172.16.112.149","207.121.184.81","HTTP","386","GET /canon/images/vistura.jpg HTTP/1.0 "
"ntfsdos"," r2l", "115242","09:09:54.377379","207.121.184.81","172.16.112.149","TCP","1514","[TCP segment of a reassembled PDU]"
"ntfsdos"," r2l", "115243","09:09:54.378612","207.121.184.81","172.16.112.149","TCP","1514","[TCP segment of a reassembled PDU]"
"ntfsdos"," r2l", "115244","09:09:54.385748","172.16.112.149","207.121.184.81","TCP","60","4675 → 80 [ACK] Seq=333 Ack=2921 Win=32120 Len=0"
"ntfsdos"," r2l", "115245","09:09:54.391215","207.121.184.81","172.16.112.149","TCP","1514","[TCP segment of a reassembled PDU]"
"ntfsdos"," r2l", "115246","09:09:54.392494","207.121.184.81","172.16.112.149","TCP","1514","[TCP segment of a reassembled PDU]"
"ntfsdos"," r2l", "115247","09:09:54.393727","207.121.184.81","172.16.112.149","TCP","1514","[TCP segment of a reassembled PDU]"
"ntfsdos"," r2l", "115248","09:09:54.395752","172.16.112.149","207.121.184.81","TCP","60","4675 → 80 [ACK] Seq=333 Ack=7301 Win=32120 Len=0"
"ntfsdos"," r2l", "115249","09:09:54.400991","207.121.184.81","172.16.112.149","TCP","1514","[TCP segment of a reassembled PDU]"
"ntfsdos"," r2l", "115250","09:09:54.402230","207.121.184.81","172.16.112.149","TCP","1514","[TCP segment of a reassembled PDU]"
"ntfsdos"," r2l", "115251","09:09:54.403461","207.121.184.81","172.16.112.149","TCP","1514","[TCP segment of a reassembled PDU]"
"ntfsdos"," r2l", "115252","09:09:54.404693","207.121.184.81","172.16.112.149","TCP","1514","[TCP segment of a reassembled PDU]"
"ntfsdos"," r2l", "115253","09:09:54.405741","172.16.112.149","207.121.184.81","TCP","60","4675 → 80 [ACK] Seq=333 Ack=13141 Win=32120 Len=0"
"ntfsdos"," r2l", "115254","09:09:54.410999","207.121.184.81","172.16.112.149","TCP","1514","[TCP segment of a reassembled PDU]"
"ntfsdos"," r2l", "115255","09:09:54.411432","207.121.184.81","172.16.112.149","HTTP","502","HTTP/1.1 200 OK  (JPEG JFIF image)"
"ntfsdos"," r2l", "115256","09:09:54.411491","207.121.184.81","172.16.112.149","TCP","60","80 → 4675 [FIN, ACK] Seq=15049 Ack=333 Win=32736 Len=0"
"ntfsdos"," r2l", "115257","09:09:54.411641","172.16.112.149","207.121.184.81","TCP","60","4675 → 80 [ACK] Seq=333 Ack=15050 Win=30660 Len=0"
"ntfsdos"," r2l", "115258","09:09:54.416550","172.16.112.149","207.121.184.81","TCP","60","4675 → 80 [FIN, ACK] Seq=333 Ack=15050 Win=32120 Len=0"
"ntfsdos"," r2l", "115259","09:09:54.419469","207.121.184.81","172.16.112.149","TCP","60","80 → 4675 [ACK] Seq=15050 Ack=334 Win=32735 Len=0"
"ntfsdos"," r2l", "115260","09:09:54.423656","172.16.112.149","207.121.184.81","TCP","60","[TCP Port numbers reused] 4677 → 80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"ntfsdos"," r2l", "115261","09:09:54.426679","207.121.184.81","172.16.112.149","TCP","60","80 → 4677 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"ntfsdos"," r2l", "115262","09:09:54.426847","172.16.112.149","207.121.184.81","TCP","60","4677 → 80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"ntfsdos"," r2l", "115263","09:09:54.427405","172.16.112.149","207.121.184.81","HTTP","389","GET /canon/images/elura_link.gif HTTP/1.0 "
"ntfsdos"," r2l", "115264","09:09:54.445984","207.121.184.81","172.16.112.149","TCP","1514","[TCP segment of a reassembled PDU]"
"ntfsdos"," r2l", "115265","09:09:54.447220","207.121.184.81","172.16.112.149","TCP","1514","[TCP segment of a reassembled PDU]"
"ntfsdos"," r2l", "115266","09:09:54.455730","172.16.112.149","207.121.184.81","TCP","60","4677 → 80 [ACK] Seq=336 Ack=2921 Win=32120 Len=0"
"ntfsdos"," r2l", "115267","09:09:54.461162","207.121.184.81","172.16.112.149","TCP","1514","[TCP segment of a reassembled PDU]"
"ntfsdos"," r2l", "115268","09:09:54.461364","207.121.184.81","172.16.112.149","HTTP","229","HTTP/1.1 200 OK  (GIF89a)"
"ntfsdos"," r2l", "115269","09:09:54.461436","207.121.184.81","172.16.112.149","TCP","60","80 → 4677 [FIN, ACK] Seq=4556 Ack=336 Win=32736 Len=0"
"ntfsdos"," r2l", "115270","09:09:54.461576","172.16.112.149","207.121.184.81","TCP","60","4677 → 80 [ACK] Seq=336 Ack=4557 Win=30660 Len=0"
"ntfsdos"," r2l", "115271","09:09:54.466717","172.16.112.149","207.121.184.81","TCP","60","4677 → 80 [FIN, ACK] Seq=336 Ack=4557 Win=32120 Len=0"
"ntfsdos"," r2l", "115272","09:09:54.469624","207.121.184.81","172.16.112.149","TCP","60","80 → 4677 [ACK] Seq=4557 Ack=337 Win=32735 Len=0"
"ntfsdos"," r2l", "115273","09:09:54.473244","172.16.112.149","207.121.184.81","TCP","60","[TCP Port numbers reused] 4678 → 80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"ntfsdos"," r2l", "115274","09:09:54.476288","207.121.184.81","172.16.112.149","TCP","60","80 → 4678 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"ntfsdos"," r2l", "115275","09:09:54.476450","172.16.112.149","207.121.184.81","TCP","60","4678 → 80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"ntfsdos"," r2l", "115276","09:09:54.476996","172.16.112.149","207.121.184.81","HTTP","385","GET /canon/images/footer.gif HTTP/1.0 "
"ntfsdos"," r2l", "115277","09:09:54.495274","207.121.184.81","172.16.112.149","TCP","1514","[TCP segment of a reassembled PDU]"
"ntfsdos"," r2l", "115278","09:09:54.496322","207.121.184.81","172.16.112.149","HTTP","1279","HTTP/1.1 200 OK  (GIF89a)"
